X,Y,z,Date,Location,Violation,Owed,Amount,Unnamed: 8,Unnamed: 9,Unnamed: 10
-8474758.957,5317927.90208582,24380214,2024-10-11 10:23:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130055,43.039118,113113
-8474746.823,5317775.13921216,24380215,2024-10-11 10:26:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129946,43.038115,113119
-8474746.823,5317775.13921216,24380216,2024-10-11 10:26:00+00:00,700 comstock ave,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,-76.129946,43.038115,113122
-8474674.354,5318293.75114286,24380217,2024-10-11 10:31:00+00:00,400 marshall st,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudicate 30 days Pay or Appeal,60,-76.129295,43.04152,113134
-8474674.354,5318293.75114286,24380218,2024-10-11 10:31:00+00:00,400 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Adjudicate 30 days Pay or Appeal,25,-76.129295,43.04152,113140
-8475248.206,5318947.65443168,24380221,2024-10-11 13:47:00+00:00,400 university ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.13445,43.045813,113300
-8475242.974,5318927.2430618,24380222,2024-10-11 13:49:00+00:00,400 university ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25,-76.134403,43.045679,113323
-8474734.466,5317686.80289728,24450297,2024-10-11 14:02:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129835,43.037535,113340
-8474739.698,5317724.11727326,24450298,2024-10-11 14:04:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,0,-76.129882,43.03778,113355
-8475466.837,5318316.29351823,24390473,2024-10-11 14:05:00+00:00,100 marshall st,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,-76.136414,43.041668,113357
-8474741.925,5317732.18938236,24450299,2024-10-11 14:06:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25,-76.129902,43.037833,113359
-8474741.925,5317732.18938236,24450300,2024-10-11 14:06:00+00:00,700 comstock ave,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,-76.129902,43.037833,113362
-8474740.478,5317735.5400712,24450301,2024-10-11 14:07:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129889,43.037855,113365
-8475435.223,5318296.18815379,24390474,2024-10-11 14:07:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Promise To Pay,25,-76.13613,43.041536,113499
-8474739.921,5317772.85464177,24450302,2024-10-11 14:10:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129884,43.0381,113377
-8475389.804,5318309.7440387,24390475,2024-10-11 14:11:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135722,43.041625,113383
-8475389.804,5318309.7440387,24390476,2024-10-11 14:12:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135722,43.041625,113389
-8474739.921,5317772.85464177,24450303,2024-10-11 14:12:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129884,43.0381,113394
-8475384.127,5318304.71769706,24390478,2024-10-11 14:13:00+00:00,100 marshall st,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,-76.135671,43.041592,113397
-8475384.127,5318304.71769706,24390477,2024-10-11 14:13:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135671,43.041592,113400
-8475384.127,5318304.71769706,24390479,2024-10-11 14:14:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135671,43.041592,113406
-8474744.374,5317841.23969049,24450304,2024-10-11 14:15:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129924,43.038549,113409
-8474744.374,5317841.23969049,24450305,2024-10-11 14:15:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129924,43.038549,113412
-8475384.127,5318304.71769706,24390480,2024-10-11 14:15:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135671,43.041592,113415
-8475335.258,5318303.65150372,24390481,2024-10-11 14:17:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135232,43.041585,113418
-8474750.719,5317857.23181194,24450306,2024-10-11 14:17:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129981,43.038654,113426
-8474749.94,5317897.28838864,24450307,2024-10-11 14:18:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129974,43.038917,113429
-8475318.114,5318303.04225044,24390482,2024-10-11 14:19:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135078,43.041581,113424
-8474785.005,5318263.4408725,24380229,2024-10-11 14:20:00+00:00,500 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130289,43.041321,113421
-8474753.725,5317935.21283431,24450308,2024-10-11 14:20:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130008,43.039166,113432
-8474783.67,5318208.30384885,24380230,2024-10-11 14:22:00+00:00,500 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130277,43.040959,113435
-8474765.747,5318000.85751969,24450309,2024-10-11 14:22:00+00:00,600 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.130116,43.039597,113438
-8475273.921,5318432.05251863,24390483,2024-10-11 14:23:00+00:00,700 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.134681,43.042428,113441
-8474998.628,5318748.56931686,24470037,2024-10-14 10:13:00+00:00,600 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132208,43.044506,113517
-8474737.472,5317692.28581666,24440190,2024-10-15 13:47:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129862,43.037571,113847
-8474740.144,5317700.51020176,24440191,2024-10-15 13:48:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129886,43.037625,113856
-8474738.363,5317709.34380863,24440192,2024-10-15 13:49:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,0,-76.12987,43.037683,113862
-8474740.366,5317717.2636012,24440193,2024-10-15 13:50:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129888,43.037735,113865
-8474744.374,5317763.10714774,24440194,2024-10-15 13:52:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129924,43.038036,113910
-8474738.697,5317718.48203142,24440195,2024-10-15 14:09:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129873,43.037743,113913
-8474757.51,5317940.23897721,24440196,2024-10-15 14:11:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130042,43.039199,114016
-8474759.625,5318004.51292175,24440197,2024-10-15 14:13:00+00:00,600 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130061,43.039621,113921
-8474760.849,5318018.37300091,24440198,2024-10-15 14:14:00+00:00,600 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Dismissed,0,-76.130072,43.039712,113942
-8475016.439,5319059.91776306,24430441,2024-10-16 09:26:00+00:00,500 walnut ave,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,-76.132368,43.04655,114148
-8475016.439,5319059.91776306,24430442,2024-10-16 09:29:00+00:00,500 walnut ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132368,43.04655,114157
-8475016.439,5319059.91776306,24430443,2024-10-16 09:29:00+00:00,500 walnut ave,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25,-76.132368,43.04655,114160
-8475016.439,5319059.91776306,24430444,2024-10-16 09:30:00+00:00,500 walnut ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.132368,43.04655,114166
-8474827.529,5319027.1678052,24430445,2024-10-16 09:34:00+00:00,100 comstock ave,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.130671,43.046335,114172
-8474835.656,5319072.25614905,24430446,2024-10-16 09:35:00+00:00,100 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.130744,43.046631,114201
-8475055.623,5318552.2301559,24430448,2024-10-16 09:46:00+00:00,100 walnut pl,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,0,-76.13272,43.043217,114228
-8475072.989,5318680.78690597,24430450,2024-10-16 09:50:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132876,43.044061,114237
-8475071.764,5318668.75367543,24430451,2024-10-16 09:52:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.132865,43.043982,114246
-8475065.531,5318590.91884962,24430452,2024-10-16 09:53:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132809,43.043471,114249
-8475090.076,5318437.53587528,24430453,2024-10-16 09:56:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,114257
-8475090.076,5318437.53587528,24430454,2024-10-16 09:57:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,114263
-8475107.108,5318278.51983894,24430455,2024-10-16 10:01:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,25,-76.1331825,43.04142,114275
-8475107.108,5318278.51983894,24430456,2024-10-16 10:03:00+00:00,300 walnut pl,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,-76.1331825,43.04142,114278
-8475107.108,5318278.51983894,24430457,2024-10-16 10:04:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,114284
-8475007.978,5318203.88680854,24430469,2024-10-16 10:31:00+00:00,900 walnut ave,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,-76.132292,43.04093,114352
-8475007.978,5318203.88680854,24430470,2024-10-16 10:32:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.132292,43.04093,114357
-8475005.863,5318416.36404378,24430471,2024-10-16 10:36:00+00:00,800 walnut ave,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.132273,43.042325,114369
-8475292.734,5318319.64441651,24390576,2024-10-16 11:01:00+00:00,100 marshall st,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25,-76.13485,43.04169,114715
-8475362.531,5318317.81665366,24390577,2024-10-16 11:03:00+00:00,100 marshall st,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25,-76.135477,43.041678,114378
-8475461.383,5318305.78389051,24390582,2024-10-16 11:18:00+00:00,100 marshall st,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.136365,43.041599,114392
-8475381.789,5318299.53904486,24390583,2024-10-16 11:23:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.13565,43.041558,114395
-8475372.884,5318315.53195061,24390584,2024-10-16 11:24:00+00:00,100 marshall st,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Fourth Notice,60,-76.13557,43.041663,114398
-8475374.665,5318300.45292445,24390585,2024-10-16 11:26:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135586,43.041564,114401
-8475296.964,5318298.7774786,24390586,2024-10-16 11:30:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.134888,43.041553,114404
-8475288.503,5318306.85008409,24390587,2024-10-16 11:34:00+00:00,100 marshall st,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25,-76.134812,43.041606,114407
-8474986.16,5318721.30397337,24430489,2024-10-16 13:17:00+00:00,600 walnut ave,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Adjudication Pending ,25,-76.132096,43.044327,114510
-8475030.966,5318551.3162517,24430490,2024-10-16 13:19:00+00:00,700 walnut ave,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,-76.1324985,43.043211,114522
-8474753.836,5317933.38514665,24380256,2024-10-16 14:07:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130009,43.039154,114623
-8474753.836,5317933.38514665,24380257,2024-10-16 14:07:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130009,43.039154,114667
-8474755.394,5317923.94209944,24380258,2024-10-16 14:09:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.130023,43.039092,114629
-8474748.381,5317878.7069895,24380259,2024-10-16 14:10:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.12996,43.038795,114632
-8474748.604,5317855.8610576,24380260,2024-10-16 14:11:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.129962,43.038645,114635
-8474745.487,5317847.331924,24380261,2024-10-16 14:12:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129934,43.038589,114638
-8474745.487,5317847.331924,24380263,2024-10-16 14:13:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129934,43.038589,114641
-8474745.487,5317847.331924,24380262,2024-10-16 14:13:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129934,43.038589,114670
-8474747.045,5317839.71663273,24380264,2024-10-16 14:14:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129948,43.038539,114644
-8474745.153,5317789.45586596,24380265,2024-10-16 14:15:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129931,43.038209,114647
-8474745.598,5317774.68229804,24380266,2024-10-16 14:16:00+00:00,700 comstock ave,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,-76.129935,43.038112,114650
-8474748.047,5317732.79859842,24380267,2024-10-16 14:17:00+00:00,700 comstock ave,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,-76.129957,43.037837,114673
-8474741.034,5317733.40781453,24380268,2024-10-16 14:18:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25,-76.129894,43.037841,114653
-8474732.017,5317708.58229047,24380269,2024-10-16 14:19:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129813,43.037678,114656
-8474732.017,5317708.58229047,24380270,2024-10-16 14:20:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129813,43.037678,114659
-8474738.14,5317663.19592004,24380271,2024-10-16 14:22:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129868,43.03738,114661
-8474738.808,5317650.09788097,24380272,2024-10-16 14:22:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.129874,43.037294,114664
,,418996D,2024-10-16 15:46:00+00:00,200 marshall st,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,,,116174
,,418997D,2024-10-16 15:50:00+00:00,200 marshall st,NO STANDING ANY TIME CO15-316 (A)14,Issued,25,,,115173
-8475057.961,5318670.58150692,24440199,2024-10-17 09:56:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132741,43.043994,114816
-8475057.961,5318670.58150692,24440200,2024-10-17 09:57:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132741,43.043994,114822
-8475057.961,5318670.58150692,24440201,2024-10-17 09:58:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.132741,43.043994,114825
-8475057.961,5318670.58150692,24440202,2024-10-17 09:59:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132741,43.043994,114831
-8475059.742,5318635.39581356,24440203,2024-10-17 09:59:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132757,43.043763,114837
-8475059.742,5318635.39581356,24440204,2024-10-17 10:00:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132757,43.043763,114843
-8475057.516,5318618.64076804,24440205,2024-10-17 10:01:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.132737,43.043653,114840
-8475057.516,5318618.64076804,24440206,2024-10-17 10:02:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132737,43.043653,114846
-8475057.516,5318618.64076804,24440207,2024-10-17 10:02:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132737,43.043653,114855
-8475058.406,5318610.72021153,24440208,2024-10-17 10:03:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Third Notice,25,-76.132745,43.043601,114863
-8475069.538,5318541.87258004,24440209,2024-10-17 10:05:00+00:00,100 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.132845,43.043149,114872
-8475090.076,5318437.53587528,24440210,2024-10-17 10:06:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,114878
-8475090.076,5318437.53587528,24440211,2024-10-17 10:07:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.1330295,43.042464,114893
-8475090.076,5318437.53587528,24440212,2024-10-17 10:07:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.1330295,43.042464,114900
-8475090.076,5318437.53587528,24440213,2024-10-17 10:08:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.1330295,43.042464,114912
-8475090.076,5318437.53587528,24440214,2024-10-17 10:09:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.1330295,43.042464,114909
-8475090.076,5318437.53587528,24440215,2024-10-17 10:10:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,114915
-8475090.076,5318437.53587528,24440216,2024-10-17 10:11:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,114927
-8475107.108,5318278.51983894,24440217,2024-10-17 10:12:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.1331825,43.04142,114935
-8475107.108,5318278.51983894,24440218,2024-10-17 10:16:00+00:00,300 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.1331825,43.04142,114941
-8475107.108,5318278.51983894,24440219,2024-10-17 10:16:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.1331825,43.04142,116329
-8475107.108,5318278.51983894,24440220,2024-10-17 10:18:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Dismissed,0,-76.1331825,43.04142,114950
-8475107.108,5318278.51983894,24440221,2024-10-17 10:19:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,114967
-8475107.108,5318278.51983894,24440222,2024-10-17 10:21:00+00:00,300 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.1331825,43.04142,114970
-8475107.108,5318278.51983894,24440223,2024-10-17 10:21:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Third Notice,25,-76.1331825,43.04142,114979
-8475107.108,5318278.51983894,24440224,2024-10-17 10:23:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,114981
-8475110.392,5318317.66434011,24440225,2024-10-17 10:25:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.133212,43.041677,115040
-8475145.569,5318314.00881554,24440226,2024-10-17 10:27:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.133528,43.041653,116011
-8475157.926,5318312.1810538,24440227,2024-10-17 10:28:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.133639,43.041641,116017
-8475157.926,5318312.1810538,24440228,2024-10-17 10:29:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.133639,43.041641,116028
-8475165.829,5318314.00881554,24440229,2024-10-17 10:30:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.13371,43.041653,116037
-8475165.829,5318314.00881554,24440230,2024-10-17 10:30:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.13371,43.041653,116040
-8475206.795,5318315.68426413,24440231,2024-10-17 10:31:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.134078,43.041664,116052
-8475206.795,5318315.68426413,24440232,2024-10-17 10:31:00+00:00,200 marshall st,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,-76.134078,43.041664,116054
-8475213.585,5318308.8301582,24440233,2024-10-17 10:33:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,0,-76.134139,43.041619,116065
-8475206.795,5318308.22090458,24440234,2024-10-17 10:34:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.134078,43.041615,116074
-8475206.795,5318308.22090458,24440235,2024-10-17 10:35:00+00:00,200 marshall st,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,-76.134078,43.041615,116077
-8475120.188,5318298.47285212,24440236,2024-10-17 10:37:00+00:00,200 marshall st,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.1333,43.041551,116093
-8475105.717,5318300.757551,24440237,2024-10-17 10:38:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.13317,43.041566,116088
-8475105.717,5318300.757551,24440238,2024-10-17 10:39:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,25,-76.13317,43.041566,116096
-8475105.717,5318300.757551,24440239,2024-10-17 10:40:00+00:00,200 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,-76.13317,43.041566,116099
-8475278.93,5318236.02463224,859599Z,2024-10-17 13:46:00+00:00,804 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100,-76.134726,43.041141,115960
-8475278.93,5318236.02463224,859586Z,2024-10-17 13:50:00+00:00,804 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,-76.134726,43.041141,115959
-8475060.632,5318632.95871416,24440240,2024-10-17 14:15:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132765,43.043747,116236
-8475062.859,5318538.82623638,24440241,2024-10-17 14:18:00+00:00,100 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.132785,43.043129,116241
-8475062.859,5318538.82623638,24440242,2024-10-17 14:18:00+00:00,100 walnut pl,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.132785,43.043129,116242
-8475062.859,5318538.82623638,24440243,2024-10-17 14:18:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132785,43.043129,116243
-8475062.859,5318538.82623638,24440244,2024-10-17 14:19:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132785,43.043129,116245
-8475061.523,5318490.99877116,24440245,2024-10-17 14:20:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132773,43.042815,116247
-8475057.404,5318420.01960839,24440246,2024-10-17 14:22:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Void Approved,0,-76.132736,43.042349,116251
-8475090.076,5318437.53587528,24440247,2024-10-17 14:24:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,-76.1330295,43.042464,116253
-8475090.076,5318437.53587528,24440248,2024-10-17 14:24:00+00:00,200 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,-76.1330295,43.042464,116257
-8475090.076,5318437.53587528,24440249,2024-10-17 14:25:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Third Notice,25,-76.1330295,43.042464,116259
-8475090.076,5318437.53587528,24440250,2024-10-17 14:27:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,116260
-8475090.076,5318437.53587528,24440251,2024-10-17 14:28:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,116261
